Destination,Year,Origin,Migration,Population: Destination,Population: Origin,Euclidean Distance,Per cap per inc: Destination,Total Employment: Destination,Per cap per inc: Origin,Total Employment: Origin
South Dakota,2019,Maine,0,887127,1345770,31.0144673190548,53812,617232,50575,856302
South Dakota,2019,Maryland,290,887127,6054954,24.0684755404895,53812,617232,64541,3803930
South Dakota,2019,Massachusetts,0,887127,6894883,28.4851146557419,53812,617232,74161,4936751
South Dakota,2019,Michigan,128,887127,9984795,15.6374071354602,53812,617232,49238,5772831
South Dakota,2019,Minnesota,5777,887127,5640053,6.21275782341757,53812,617232,58830,3819497
South Dakota,2019,Mississippi,24,887127,2978227,15.7528673319128,53812,617232,38887,1617430
South Dakota,2019,Missouri,445,887127,6140475,9.84569882829546,53812,617232,48631,3821914
South Dakota,2019,Montana,674,887127,1070123,9.7663332566691,53812,617232,49684,695247
South Dakota,2019,Nebraska,1620,887127,1932571,2.93913027159241,53812,617232,54567,1342465
South Dakota,2019,Nevada,34,887127,3090771,17.1923419954923,53812,617232,50985,1902080
South Dakota,2019,New Hampshire,116,887127,1360783,28.6627265530665,53812,617232,63452,904939
South Dakota,2019,New Jersey,349,887127,8891258,25.9208008374995,53812,617232,70399,5635957
South Dakota,2019,New Mexico,92,887127,2099634,11.6122942163629,53812,617232,43268,1130618
South Dakota,2019,New York,0,887127,19463131,24.7701779682801,53812,617232,71682,12873579
South Dakota,2019,North Carolina,419,887127,10501384,22.6681096894487,53812,617232,47706,6188601
South Dakota,2019,North Dakota,1218,887127,763724,3.01963717474146,53812,617232,57108,586904
South Dakota,2019,Ohio,107,887127,11696507,17.9262489576292,53812,617232,50167,7142330
South Dakota,2019,Oklahoma,374,887127,3960676,9.26176391887959,53812,617232,47297,2336794
South Dakota,2019,Oregon,958,887127,4216116,20.3309703916371,53812,617232,53212,2619624
South Dakota,2019,Pennsylvania,28,887127,12798883,22.712026288442,53812,617232,58046,7873779
South Dakota,2019,Rhode Island,0,887127,1058158,28.7723305791283,53812,617232,56426,656527
South Dakota,2019,South Carolina,162,887127,5157702,22.0149724307061,53812,617232,45359,2901536
South Dakota,2019,Tennessee,386,887127,6830325,16.3307955256409,53812,617232,48676,4205777
South Dakota,2019,Texas,1080,887127,28986794,12.9779352300822,53812,617232,52829,18024338
South Dakota,2019,Utah,199,887127,3203383,12.5373888572552,53812,617232,48978,2127017
South Dakota,2019,Vermont,0,887127,624046,27.570217236826,53812,617232,55288,441120
South Dakota,2019,Virginia,76,887127,8556642,22.4417995845109,53812,617232,59509,5407314
South Dakota,2019,Washington,280,887127,7614024,20.4127772384041,53812,617232,64766,4647252
South Dakota,2019,West Virginia,0,887127,1795263,20.454420844583,53812,617232,42242,895190
South Dakota,2019,Wisconsin,391,887127,5824581,10.2198035035156,53812,617232,53207,3753460
South Dakota,2019,Wyoming,473,887127,580116,7.46048241220506,53812,617232,62044,412765
Tennessee,2011,Alabama,9326,6400298,4799642,3.09086542353073,37610,3589041,34991,2497933
Tennessee,2011,Arizona,1346,6400298,6473416,25.3684207012708,37610,3589041,34968,3239045
Tennessee,2011,Arkansas,7393,6400298,2941038,6.16842980089812,37610,3589041,33856,1561948
Tennessee,2011,California,7130,6400298,37636311,33.2977242599855,37610,3589041,46177,19986021
Tennessee,2011,Colorado,1372,6400298,5121900,19.4619647717224,37610,3589041,43568,3204078
Tennessee,2011,Connecticut,150,6400298,3588632,14.7928290179193,37610,3589041,63793,2206269
Tennessee,2011,Delaware,155,6400298,907590,11.28952263373,37610,3589041,43881,530400
Tennessee,2011,District of Columbia,307,6400298,620290,9.81676052466973,37610,3589041,67366,826761
Tennessee,2011,Florida,15491,6400298,19055607,8.15550311005798,37610,3589041,40126,10036634
Tennessee,2011,Georgia,17507,6400298,9803630,4.31194221663055,37610,3589041,36572,5325616
Tennessee,2011,Idaho,0,6400298,1584272,29.5775817393297,37610,3589041,33506,878541
Tennessee,2011,Illinois,8593,6400298,12867783,5.09673756180758,37610,3589041,44139,7376100
Tennessee,2011,Indiana,5645,6400298,6517250,4.06565440979203,37610,3589041,37646,3590196
Tennessee,2011,Iowa,387,6400298,3066772,9.48954281402906,37610,3589041,40942,1975960
Tennessee,2011,Kansas,1805,6400298,2869677,12.3233092597314,37610,3589041,42709,1819044
Tennessee,2011,Kentucky,13884,6400298,4370817,1.98781226297854,37610,3589041,34616,2368202
Tennessee,2011,Louisiana,1901,6400298,4576244,7.39757927925579,37610,3589041,38701,2564944
Tennessee,2011,Maine,9,6400298,1328473,19.5908472905979,37610,3589041,39462,794389
Tennessee,2011,Maryland,1135,6400298,5840241,10.0884686933869,37610,3589041,52426,3394831
Tennessee,2011,Massachusetts,1690,6400298,6614218,15.8759055417703,37610,3589041,55296,4175311
Tennessee,2011,Michigan,5983,6400298,9883053,7.83152536256907,37610,3589041,37506,5165348
Tennessee,2011,Minnesota,445,6400298,5346620,13.1585263258796,37610,3589041,45345,3469201
Tennessee,2011,Mississippi,9172,6400298,2979147,4.5379990715836,37610,3589041,32155,1509941
Tennessee,2011,Missouri,3795,6400298,6011182,6.63325213521524,37610,3589041,38334,3506571
Tennessee,2011,Montana,43,6400298,997518,25.849540131979,37610,3589041,38172,623175
Tennessee,2011,Nebraska,631,6400298,1840914,14.6178389921378,37610,3589041,45420,1232457
Tennessee,2011,Nevada,883,6400298,2713114,30.5147574433283,37610,3589041,38546,1501839
Tennessee,2011,New Hampshire,132,6400298,1320444,16.7193057105202,37610,3589041,48915,818789
Tennessee,2011,New Jersey,1396,6400298,8828552,12.4632022880566,37610,3589041,53691,5018505
Tennessee,2011,New Mexico,381,6400298,2080707,19.8160627916129,37610,3589041,34998,1064267
Tennessee,2011,New York,4921,6400298,19499921,12.9567990907122,37610,3589041,51494,11294064
Tennessee,2011,North Carolina,9353,6400298,9658913,6.96981756471977,37610,3589041,36759,5292814
Tennessee,2011,North Dakota,50,6400298,685526,18.2805851757605,37610,3589041,47966,529779
Tennessee,2011,Ohio,5944,6400298,11545735,5.69313547735086,37610,3589041,39063,6521658
Tennessee,2011,Oklahoma,3166,6400298,3788824,11.1679246615338,37610,3589041,39033,2158874
Tennessee,2011,Oregon,726,6400298,3872672,35.1562947571476,37610,3589041,37812,2201553
Tennessee,2011,Pennsylvania,3360,6400298,12747052,9.91492869209066,37610,3589041,44201,7217098
Tennessee,2011,Rhode Island,14,6400298,1053829,15.8724798921349,37610,3589041,44663,591692
Tennessee,2011,South Carolina,5531,6400298,4672655,5.78068921149386,37610,3589041,34068,2427409
Tennessee,2011,South Dakota,181,6400298,823740,16.3307955256409,37610,3589041,44604,566480
Tennessee,2011,Texas,7009,6400298,25645504,13.7192908415148,37610,3589041,41245,14681432
Tennessee,2011,Utah,200,6400298,2814797,25.5728445853774,37610,3589041,34193,1664426
Tennessee,2011,Vermont,38,6400298,627197,15.9665752749601,37610,3589041,43774,416949
Tennessee,2011,Virginia,6098,6400298,8102437,7.64472470143855,37610,3589041,47764,4802678
Tennessee,2011,Washington,2852,6400298,6827479,35.9850539246857,37610,3589041,44670,3814305
Tennessee,2011,West Virginia,1385,6400298,1856606,6.37703844500048,37610,3589041,34121,909035
Tennessee,2011,Wisconsin,1213,6400298,5705840,9.52602447078405,37610,3589041,41170,3474418
Tennessee,2011,Wyoming,131,6400298,567491,22.3829237457787,37610,3589041,49968,390303
Tennessee,2012,Alabama,12116,6455752,4816632,3.09086542353073,39285,3635195,35877,2503678
Tennessee,2012,Arizona,2250,6455752,6556344,25.3684207012708,39285,3635195,36125,3295537
Tennessee,2012,Arkansas,3306,6455752,2952876,6.16842980089812,39285,3635195,36231,1565142
Tennessee,2012,California,8396,6455752,37944551,33.2977242599855,39285,3635195,48819,20666908
Tennessee,2012,Colorado,2473,6455752,5193660,19.4619647717224,39285,3635195,45660,3262925
Tennessee,2012,Connecticut,936,6455752,3595211,14.7928290179193,39285,3635195,64902,2223221
Tennessee,2012,Delaware,176,6455752,915518,11.28952263373,39285,3635195,44061,534261
Tennessee,2012,District of Columbia,180,6455752,635737,9.81676052466973,39285,3635195,68310,834413
Tennessee,2012,Florida,15641,6455752,19302016,8.15550311005798,39285,3635195,41106,10249024
Tennessee,2012,Georgia,16012,6455752,9903580,4.31194221663055,39285,3635195,37246,5384572
Tennessee,2012,Idaho,787,6455752,1595910,29.5775817393297,39285,3635195,35177,883148
Tennessee,2012,Illinois,7094,6455752,12883029,5.09673756180758,39285,3635195,46048,7434661
Tennessee,2012,Indiana,5591,6455752,6538989,4.06565440979203,39285,3635195,39326,3642334
Tennessee,2012,Iowa,617,6455752,3076844,9.48954281402906,39285,3635195,42896,1993430
Tennessee,2012,Kansas,2630,6455752,2886024,12.3233092597314,39285,3635195,45108,1841393
Tennessee,2012,Kentucky,13202,6455752,4387865,1.98781226297854,39285,3635195,35741,2389363
Tennessee,2012,Louisiana,2452,6455752,4602067,7.39757927925579,39285,3635195,40545,2601174
Tennessee,2012,Maine,1040,6455752,1328094,19.5908472905979,39285,3635195,40276,796903
Tennessee,2012,Maryland,1743,6455752,5888375,10.0884686933869,39285,3635195,53534,3438880
Tennessee,2012,Massachusetts,1525,6455752,6664269,15.8759055417703,39285,3635195,57322,4253327
Tennessee,2012,Michigan,4507,6455752,9898289,7.83152536256907,39285,3635195,39054,5234473
Tennessee,2012,Minnesota,1178,6455752,5377500,13.1585263258796,39285,3635195,47851,3505578
Tennessee,2012,Mississippi,10568,6455752,2984599,4.5379990715836,39285,3635195,33300,1519719
Tennessee,2012,Missouri,2694,6455752,6026027,6.63325213521524,39285,3635195,40120,3528129
Tennessee,2012,Montana,308,6455752,1004168,25.849540131979,39285,3635195,40303,633135
Tennessee,2012,Nebraska,432,6455752,1853691,14.6178389921378,39285,3635195,46552,1251258
Tennessee,2012,Nevada,735,6455752,2744670,30.5147574433283,39285,3635195,39650,1519198
Tennessee,2012,New Hampshire,271,6455752,1324677,16.7193057105202,39285,3635195,50978,824361
Tennessee,2012,New Jersey,783,6455752,8845671,12.4632022880566,39285,3635195,55582,5053839
Tennessee,2012,New Mexico,751,6455752,2087715,19.8160627916129,39285,3635195,35723,1067211
Tennessee,2012,New York,6279,6455752,19574362,12.9567990907122,39285,3635195,53982,11432840
Tennessee,2012,North Carolina,5904,6455752,9751810,6.96981756471977,39285,3635195,38959,5356443
Tennessee,2012,North Dakota,7,6455752,702227,18.2805851757605,39285,3635195,55338,567388
Tennessee,2012,Ohio,6200,6455752,11550971,5.69313547735086,39285,3635195,40625,6605931
Tennessee,2012,Oklahoma,2495,6455752,3819320,11.1679246615338,39285,3635195,41461,2211773
Tennessee,2012,Oregon,1080,6455752,3900102,35.1562947571476,39285,3635195,39591,2219899
Tennessee,2012,Pennsylvania,3329,6455752,12769123,9.91492869209066,39285,3635195,46011,7284519
Tennessee,2012,Rhode Island,26,6455752,1054893,15.8724798921349,39285,3635195,46270,592978
Tennessee,2012,South Carolina,4300,6455752,4719027,5.78068921149386,39285,3635195,35558,2453282
Tennessee,2012,South Dakota,0,6455752,833859,16.3307955256409,39285,3635195,45163,574966
Tennessee,2012,Texas,8716,6455752,26084120,13.7192908415148,39285,3635195,43407,15095912
Tennessee,2012,Utah,784,6455752,2854146,25.5728445853774,39285,3635195,36130,1706060
Tennessee,2012,Vermont,133,6455752,626361,15.9665752749601,39285,3635195,45334,421809
Tennessee,2012,Virginia,8008,6455752,8187456,7.64472470143855,39285,3635195,49571,4856886
Tennessee,2012,Washington,1876,6455752,6898599,35.9850539246857,39285,3635195,47728,3909210
Tennessee,2012,West Virginia,3248,6455752,1857446,6.37703844500048,39285,3635195,35105,918927
Tennessee,2012,Wisconsin,1622,6455752,5720825,9.52602447078405,39285,3635195,43027,3499405
Tennessee,2012,Wyoming,358,6455752,576656,22.3829237457787,39285,3635195,53491,396704
Tennessee,2013,Alabama,8500,6496943,4831586,3.09086542353073,39406,3688630,36099,2523338
Tennessee,2013,Arizona,3787,6496943,6634690,25.3684207012708,39406,3688630,36604,3371219
Tennessee,2013,Arkansas,4753,6496943,2960459,6.16842980089812,39406,3688630,36224,1569249
Tennessee,2013,California,7988,6496943,38253768,33.2977242599855,39406,3688630,49312,21319995
Tennessee,2013,Colorado,1570,6496943,5270774,19.4619647717224,39406,3688630,47295,3356175
Tennessee,2013,Connecticut,233,6496943,3595792,14.7928290179193,39406,3688630,63539,2246561
Tennessee,2013,Delaware,108,6496943,924062,11.28952263373,39406,3688630,44315,544797
Tennessee,2013,District of Columbia,924,6496943,651559,9.81676052466973,39406,3688630,67821,848226
Tennessee,2013,Florida,18886,6496943,19551678,8.15550311005798,39406,3688630,40683,10539255
Tennessee,2013,Georgia,18553,6496943,9975592,4.31194221663055,39406,3688630,37541,5496783
Tennessee,2013,Idaho,2616,6496943,1612053,29.5775817393297,39406,3688630,36189,902866
Tennessee,2013,Illinois,9006,6496943,12895778,5.09673756180758,39406,3688630,47122,7503158
Tennessee,2013,Indiana,3300,6496943,6570575,4.06565440979203,39406,3688630,39635,3684125
Tennessee,2013,Iowa,1762,6496943,3093935,9.48954281402906,39406,3688630,43460,2019480
Tennessee,2013,Kansas,1726,6496943,2894306,12.3233092597314,39406,3688630,45945,1869054
Tennessee,2013,Kentucky,9676,6496943,4406906,1.98781226297854,39406,3688630,35902,2407562
Tennessee,2013,Louisiana,6748,6496943,4626040,7.39757927925579,39406,3688630,40898,2641657
Tennessee,2013,Maine,247,6496943,1328543,19.5908472905979,39406,3688630,40154,803641
Tennessee,2013,Maryland,1836,6496943,5925197,10.0884686933869,39406,3688630,53039,3493921
Tennessee,2013,Massachusetts,1556,6496943,6715158,15.8759055417703,39406,3688630,57362,4353568
Tennessee,2013,Michigan,5950,6496943,9914802,7.83152536256907,39406,3688630,39355,5323762
Tennessee,2013,Minnesota,1669,6496943,5414722,13.1585263258796,39406,3688630,47932,3556487
Tennessee,2013,Mississippi,11146,6496943,2989839,4.5379990715836,39406,3688630,33840,1532583
Tennessee,2013,Missouri,3539,6496943,6042989,6.63325213521524,39406,3688630,40308,3565922
Tennessee,2013,Montana,40,6496943,1014158,25.849540131979,39406,3688630,40152,641917
Tennessee,2013,Nebraska,99,6496943,1865813,14.6178389921378,39406,3688630,46582,1266477
Tennessee,2013,Nevada,966,6496943,2776956,30.5147574433283,39406,3688630,39271,1561388
Tennessee,2013,New Hampshire,475,6496943,1327272,16.7193057105202,39406,3688630,50721,835032
Tennessee,2013,New Jersey,1352,6496943,8857821,12.4632022880566,39406,3688630,56048,5132846
Tennessee,2013,New Mexico,60,6496943,2092833,19.8160627916129,39406,3688630,35090,1075465
Tennessee,2013,New York,2937,6496943,19626488,12.9567990907122,39406,3688630,54496,11619137
Tennessee,2013,North Carolina,9730,6496943,9846717,6.96981756471977,39406,3688630,38188,5437125
Tennessee,2013,North Dakota,58,6496943,723149,18.2805851757605,39406,3688630,53738,587398
Tennessee,2013,Ohio,5035,6496943,11579692,5.69313547735086,39406,3688630,41087,6680769
Tennessee,2013,Oklahoma,1286,6496943,3853891,11.1679246615338,39406,3688630,43090,2248291
Tennessee,2013,Oregon,818,6496943,3924110,35.1562947571476,39406,3688630,40003,2259714
Tennessee,2013,Pennsylvania,3508,6496943,12779538,9.91492869209066,39406,3688630,46400,7350854
Tennessee,2013,Rhode Island,155,6496943,1055560,15.8724798921349,39406,3688630,46205,602429
Tennessee,2013,South Carolina,5568,6496943,4766469,5.78068921149386,39406,3688630,35713,2500792
Tennessee,2013,South Dakota,284,6496943,842751,16.3307955256409,39406,3688630,45219,581384
Tennessee,2013,Texas,12023,6496943,26479646,13.7192908415148,39406,3688630,43797,15529989
Tennessee,2013,Utah,506,6496943,2898773,25.5728445853774,39406,3688630,36715,1753371
Tennessee,2013,Vermont,37,6496943,626603,15.9665752749601,39406,3688630,45912,425029
Tennessee,2013,Virginia,6612,6496943,8255861,7.64472470143855,39406,3688630,48838,4898765
Tennessee,2013,Washington,2328,6496943,6966252,35.9850539246857,39406,3688630,48280,3991724
Tennessee,2013,West Virginia,835,6496943,1854768,6.37703844500048,39406,3688630,34929,913619
Tennessee,2013,Wisconsin,2809,6496943,5738012,9.52602447078405,39406,3688630,43176,3539937
Tennessee,2013,Wyoming,126,6496943,582620,22.3829237457787,39406,3688630,52847,400402
Tennessee,2014,Alabama,9640,6544617,4843737,3.09086542353073,40778,3772332,37256,2551872
Tennessee,2014,Arizona,2605,6544617,6732873,25.3684207012708,40778,3772332,38232,3448173
Tennessee,2014,Arkansas,7625,6544617,2968759,6.16842980089812,40778,3772332,38247,1587414
Tennessee,2014,California,8847,6544617,38586706,33.2977242599855,40778,3772332,52376,21997098
Tennessee,2014,Colorado,2482,6544617,5352637,19.4619647717224,40778,3772332,50687,3467519
Tennessee,2014,Connecticut,390,6544617,3595697,14.7928290179193,40778,3772332,66469,2266029
Tennessee,2014,Delaware,427,6544617,933131,11.28952263373,40778,3772332,45962,556517
Tennessee,2014,District of Columbia,747,6544617,663603,9.81676052466973,40778,3772332,71217,860669
Tennessee,2014,Florida,17196,6544617,19853880,8.15550311005798,40778,3772332,43123,10937166
Tennessee,2014,Georgia,15713,6544617,10071204,4.31194221663055,40778,3772332,39786,5670735
Tennessee,2014,Idaho,288,6544617,1632248,29.5775817393297,40778,3772332,37879,925519
Tennessee,2014,Illinois,8853,6544617,12885092,5.09673756180758,40778,3772332,49459,7613484
Tennessee,2014,Indiana,6087,6544617,6596019,4.06565440979203,40778,3772332,41083,3740428
Tennessee,2014,Iowa,835,6544617,3110643,9.48954281402906,40778,3772332,44783,2038926
Tennessee,2014,Kansas,613,6544617,2901861,12.3233092597314,40778,3772332,46858,1895859
Tennessee,2014,Kentucky,9157,6544617,4416992,1.98781226297854,40778,3772332,37563,2440072
Tennessee,2014,Louisiana,1126,6544617,4645938,7.39757927925579,40778,3772332,42668,2684755
Tennessee,2014,Maine,207,6544617,1331217,19.5908472905979,40778,3772332,41804,810868
Tennessee,2014,Maryland,2300,6544617,5960064,10.0884686933869,40778,3772332,54670,3537654
Tennessee,2014,Massachusetts,1753,6544617,6764864,15.8759055417703,40778,3772332,59943,4447626
Tennessee,2014,Michigan,6125,6544617,9932033,7.83152536256907,40778,3772332,41141,5412041
Tennessee,2014,Minnesota,962,6544617,5452665,13.1585263258796,40778,3772332,50243,3603717
Tennessee,2014,Mississippi,8166,6544617,2991892,4.5379990715836,40778,3772332,34530,1556753
Tennessee,2014,Missouri,5513,6544617,6059130,6.63325213521524,40778,3772332,41755,3596751
Tennessee,2014,Montana,260,6544617,1022657,25.849540131979,40778,3772332,41869,648873
Tennessee,2014,Nebraska,129,6544617,1879955,14.6178389921378,40778,3772332,48937,1282745
Tennessee,2014,Nevada,681,6544617,2818935,30.5147574433283,40778,3772332,41486,1608494
Tennessee,2014,New Hampshire,249,6544617,1334257,16.7193057105202,40778,3772332,52632,844499
Tennessee,2014,New Jersey,741,6544617,8867277,12.4632022880566,40778,3772332,58651,5206784
Tennessee,2014,New Mexico,596,6544617,2090236,19.8160627916129,40778,3772332,37196,1083772
Tennessee,2014,New York,5614,6544617,19653431,12.9567990907122,40778,3772332,56751,11865518
Tennessee,2014,North Carolina,12148,6544617,9937295,6.96981756471977,40778,3772332,40051,5568662
Tennessee,2014,North Dakota,127,6544617,738736,18.2805851757605,40778,3772332,56212,606989
Tennessee,2014,Ohio,4627,6544617,11606573,5.69313547735086,40778,3772332,42740,6771468
Tennessee,2014,Oklahoma,2068,6544617,3879187,11.1679246615338,40778,3772332,45531,2272885
Tennessee,2014,Oregon,922,6544617,3965447,35.1562947571476,40778,3772332,42469,2323122
Tennessee,2014,Pennsylvania,2555,6544617,12792392,9.91492869209066,40778,3772332,48418,7434313
Tennessee,2014,Rhode Island,1035,6544617,1056511,15.8724798921349,40778,3772332,48143,613133
Tennessee,2014,South Carolina,6164,6544617,4826858,5.78068921149386,40778,3772332,37599,2564448
Tennessee,2014,South Dakota,282,6544617,849670,16.3307955256409,40778,3772332,46927,589296
Tennessee,2014,Texas,10134,6544617,26963092,13.7192908415148,40778,3772332,46312,16000512
Tennessee,2014,Utah,216,6544617,2938327,25.5728445853774,40778,3772332,38505,1803953
Tennessee,2014,Vermont,162,6544617,625693,15.9665752749601,40778,3772332,47766,428938
Tennessee,2014,Virginia,7979,6544617,8315430,7.64472470143855,40778,3772332,50734,4953354
Tennessee,2014,Washington,2885,6544617,7057531,35.9850539246857,40778,3772332,51481,4094309
Tennessee,2014,West Virginia,1943,6544617,1850569,6.37703844500048,40778,3772332,36131,911516
Tennessee,2014,Wisconsin,1551,6544617,5753199,9.52602447078405,40778,3772332,44930,3585838
Tennessee,2014,Wyoming,130,6544617,583159,22.3829237457787,40778,3772332,56649,406343
Tennessee,2015,Alabama,10291,6595354,4854803,3.09086542353073,42599,3859507,38871,2587451
Tennessee,2015,Arizona,2513,6595354,6832810,25.3684207012708,42599,3859507,39699,3547627
Tennessee,2015,Arkansas,6071,6595354,2979732,6.16842980089812,42599,3859507,39491,1610805
Tennessee,2015,California,10032,6595354,38904296,33.2977242599855,42599,3859507,55853,22687196
Tennessee,2015,Colorado,1722,6595354,5454328,19.4619647717224,42599,3859507,52219,3574243
Tennessee,2015,Connecticut,995,6595354,3588561,14.7928290179193,42599,3859507,68340,2288113
Tennessee,2015,Delaware,317,6595354,942065,11.28952263373,42599,3859507,47976,568952
Tennessee,2015,District of Columbia,417,6595354,677014,9.81676052466973,42599,3859507,75277,873232
Tennessee,2015,Florida,17853,6595354,20219111,8.15550311005798,42599,3859507,45251,11367160
Tennessee,2015,Georgia,13585,6595354,10183353,4.31194221663055,42599,3859507,41784,5832585
Tennessee,2015,Idaho,354,6595354,1652495,29.5775817393297,42599,3859507,39748,949506
Tennessee,2015,Illinois,6764,6595354,12859585,5.09673756180758,42599,3859507,51751,7748868
Tennessee,2015,Indiana,7128,6595354,6611442,4.06565440979203,42599,3859507,42630,3796419
Tennessee,2015,Iowa,1153,6595354,3122541,9.48954281402906,42599,3859507,46274,2059837
Tennessee,2015,Kansas,3227,6595354,2910717,12.3233092597314,42599,3859507,47315,1910954
Tennessee,2015,Kentucky,14772,6595354,4429126,1.98781226297854,42599,3859507,39172,2473915
Tennessee,2015,Louisiana,2784,6595354,4666998,7.39757927925579,42599,3859507,42878,2696590
Tennessee,2015,Maine,943,6595354,1329098,19.5908472905979,42599,3859507,43595,816552
Tennessee,2015,Maryland,2664,6595354,5988528,10.0884686933869,42599,3859507,57007,3602936
Tennessee,2015,Massachusetts,4061,6595354,6797484,15.8759055417703,42599,3859507,63588,4631417
Tennessee,2015,Michigan,6454,6595354,9934483,7.83152536256907,42599,3859507,43465,5501549
Tennessee,2015,Minnesota,1667,6595354,5484002,13.1585263258796,42599,3859507,52336,3662852
Tennessee,2015,Mississippi,9473,6595354,2990231,4.5379990715836,42599,3859507,35185,1568218
Tennessee,2015,Missouri,2620,6595354,6075411,6.63325213521524,42599,3859507,43127,3655804
Tennessee,2015,Montana,135,6595354,1031495,25.849540131979,42599,3859507,43583,660524
Tennessee,2015,Nebraska,1850,6595354,1892059,14.6178389921378,42599,3859507,50704,1302833
Tennessee,2015,Nevada,954,6595354,2868531,30.5147574433283,42599,3859507,44290,1664658
Tennessee,2015,New Hampshire,454,6595354,1337480,16.7193057105202,42599,3859507,54487,860657
Tennessee,2015,New Jersey,1549,6595354,8870312,12.4632022880566,42599,3859507,61136,5303122
Tennessee,2015,New Mexico,340,6595354,2090071,19.8160627916129,42599,3859507,38306,1092255
Tennessee,2015,New York,6972,6595354,19657321,12.9567990907122,42599,3859507,59235,12099185
Tennessee,2015,North Carolina,11838,6595354,10037218,6.96981756471977,42599,3859507,41816,5695035
Tennessee,2015,North Dakota,727,6595354,755537,18.2805851757605,42599,3859507,53657,597642
Tennessee,2015,Ohio,6802,6595354,11622315,5.69313547735086,42599,3859507,44386,6862127
Tennessee,2015,Oklahoma,2580,6595354,3910518,11.1679246615338,42599,3859507,44181,2287598
Tennessee,2015,Oregon,522,6595354,4018542,35.1562947571476,42599,3859507,45133,2391112
Tennessee,2015,Pennsylvania,2472,6595354,12789838,9.91492869209066,42599,3859507,50387,7510351
Tennessee,2015,Rhode Island,455,6595354,1056886,15.8724798921349,42599,3859507,49901,627028
Tennessee,2015,South Carolina,4148,6595354,4896006,5.78068921149386,42599,3859507,39413,2636738
Tennessee,2015,South Dakota,519,6595354,854663,16.3307955256409,42599,3859507,48640,592591
Tennessee,2015,Texas,11934,6595354,27468531,13.7192908415148,42599,3859507,46555,16414591
Tennessee,2015,Utah,1097,6595354,2983626,25.5728445853774,42599,3859507,40874,1865926
Tennessee,2015,Vermont,1397,6595354,625810,15.9665752749601,42599,3859507,49348,432508
Tennessee,2015,Virginia,6382,6595354,8367303,7.64472470143855,42599,3859507,52707,5060290
Tennessee,2015,Washington,485,6595354,7167287,35.9850539246857,42599,3859507,53843,4199112
Tennessee,2015,West Virginia,1044,6595354,1843332,6.37703844500048,42599,3859507,37036,904242
Tennessee,2015,Wisconsin,1480,6595354,5762927,9.52602447078405,42599,3859507,46843,3624584
Tennessee,2015,Wyoming,179,6595354,586389,22.3829237457787,42599,3859507,56745,406033
Tennessee,2016,Alabama,7683,6651277,4866824,3.09086542353073,43591,3951095,39509,2619796
Tennessee,2016,Arizona,1449,6651277,6944767,25.3684207012708,43591,3951095,40779,3645936
Tennessee,2016,Arkansas,5583,6651277,2991815,6.16842980089812,43591,3951095,40360,1629497
Tennessee,2016,California,7996,6651277,39149186,33.2977242599855,43591,3951095,58074,23164907
Tennessee,2016,Colorado,1692,6651277,5543844,19.4619647717224,43591,3951095,52431,3667987
Tennessee,2016,Connecticut,2042,6651277,3579830,14.7928290179193,43591,3951095,69886,2300038
Tennessee,2016,Delaware,185,6651277,949989,11.28952263373,43591,3951095,48781,578698
Tennessee,2016,District of Columbia,295,6651277,687576,9.81676052466973,43591,3951095,77629,891545
Tennessee,2016,Florida,14926,6651277,20627237,8.15550311005798,43591,3951095,46042,11673482
Tennessee,2016,Georgia,16367,6651277,10308442,4.31194221663055,43591,3951095,42868,5971967
Tennessee,2016,Idaho,219,6651277,1684036,29.5775817393297,43591,3951095,40527,976764
Tennessee,2016,Illinois,9737,6651277,12821709,5.09673756180758,43591,3951095,52413,7799138
Tennessee,2016,Indiana,6736,6651277,6637898,4.06565440979203,43591,3951095,43648,3847689
Tennessee,2016,Iowa,646,6651277,3133210,9.48954281402906,43591,3951095,46520,2066316
Tennessee,2016,Kansas,1597,6651277,2912977,12.3233092597314,43591,3951095,47355,1916428
Tennessee,2016,Kentucky,12562,6651277,4440306,1.98781226297854,43591,3951095,39735,2498847
Tennessee,2016,Louisiana,2004,6651277,4681346,7.39757927925579,43591,3951095,42499,2690820
Tennessee,2016,Maine,2799,6651277,1332348,19.5908472905979,43591,3951095,44797,826669
Tennessee,2016,Maryland,794,6651277,6007014,10.0884686933869,43591,3951095,58974,3655889
Tennessee,2016,Massachusetts,2130,6651277,6827280,15.8759055417703,43591,3951095,65689,4709906
Tennessee,2016,Michigan,3954,6651277,9954117,7.83152536256907,43591,3951095,44621,5575625
Tennessee,2016,Minnesota,2484,6651277,5525360,13.1585263258796,43591,3951095,53058,3698285
Tennessee,2016,Mississippi,8739,6651277,2990595,4.5379990715836,43591,3951095,35640,1579873
Tennessee,2016,Missouri,3287,6651277,6091384,6.63325213521524,43591,3951095,44287,3700663
Tennessee,2016,Montana,662,6651277,1042137,25.849540131979,43591,3951095,43970,667815
Tennessee,2016,Nebraska,216,6651277,1906483,14.6178389921378,43591,3951095,49593,1310866
Tennessee,2016,Nevada,274,6651277,2919555,30.5147574433283,43591,3951095,45320,1725136
Tennessee,2016,New Hampshire,340,6651277,1343694,16.7193057105202,43591,3951095,56455,873134
Tennessee,2016,New Jersey,1659,6651277,8873584,12.4632022880566,43591,3951095,62823,5391330
