GeoName,Year,In_Mig,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,per_cap_per_inc,per_inc,pop,Tot_emp,Out_Mig,Net_Mig,GeoAbb
Wisconsin,2013,99607,294,3749,150,5149,1528,129,0,58,4423,932,131,25364,1515,4172,537,1027,142,921,609,654,5920,15722,477,1089,583,345,898,215,976,692,1056,2250,881,3331,668,730,1384,61,524,264,3223,3799,73,110,804,1616,389,0,43,43176,247744.9,5738012,3539937,109751,-10144,WI
Wisconsin,2014,116840,452,2172,665,6428,1458,376,16,322,4337,1407,118,30423,2636,4054,403,489,47,221,551,691,5593,20758,1142,2213,403,584,1078,221,816,187,2597,2913,547,3100,1112,599,1416,184,1739,236,1534,5341,1215,130,2113,1717,70,0,16,44930,258489.4,5753199,3585838,113674,3166,WI
Wisconsin,2015,105939,322,2540,289,5230,1568,1104,88,649,2589,2202,302,23233,2266,5822,996,728,1015,46,895,869,4897,19812,684,1850,174,587,692,82,1142,187,2293,1525,561,1705,1432,1064,1660,69,324,243,2261,4665,468,14,2066,2129,8,0,592,46843,269952.1,5762927,3624584,108924,-2985,WI
Wisconsin,2016,117753,966,3364,1397,6830,4129,344,0,215,5242,708,1400,31323,3481,3383,401,992,745,63,574,1058,5433,18036,90,1619,159,469,1126,417,521,710,1484,1152,614,2129,1404,1383,1525,81,518,872,1096,4526,1237,138,2235,1634,110,0,420,47577,274764.7,5775170,3658030,113568,4185,WI
Wisconsin,2017,111851,757,1702,601,4741,2101,282,401,146,5505,1797,260,26963,2274,3018,443,881,1047,904,597,654,4993,19873,853,2204,445,432,410,190,1351,861,1337,2253,575,2174,643,708,2136,52,857,145,1682,5375,2141,105,1671,2531,507,0,273,49239,285249.9,5793147,3679343,110779,1072,WI
Wisconsin,2018,113680,572,2883,292,6642,3321,614,211,109,5593,2016,129,25155,2663,3072,1186,1661,518,186,579,1160,4737,19632,559,2670,410,345,1350,251,1098,1950,1246,1853,414,3759,790,1550,1537,27,619,374,1330,3977,1252,110,869,1938,265,0,206,51611,299827,5809319,3720997,105307,8373,WI
Wisconsin,2019,106620,678,1917,290,6886,3125,826,0,298,5168,1783,93,22402,1951,4289,1421,1468,1167,175,241,584,5307,17524,581,2796,130,872,747,401,331,237,2337,1645,1369,1049,346,639,990,146,948,763,1294,5049,808,0,1878,1682,572,0,1417,53207,309909.3,5824581,3753460,101357,5263,WI
Wyoming,2011,29890,51,369,174,2539,6905,11,0,0,1525,46,2140,450,6,342,286,83,114,0,0,152,849,357,70,241,1105,1784,427,0,7,76,113,395,237,22,462,960,284,13,219,1043,69,1398,2140,4,451,1803,0,168,0,49968,28356.6,567491,390303,31731,-1841,WY
Wyoming,2012,30559,260,2014,244,2035,5599,0,0,0,733,166,745,905,179,259,539,4,88,0,294,548,965,290,136,244,1901,1216,355,0,121,604,231,459,338,819,964,893,230,0,122,1175,4,1427,1710,0,138,1323,0,282,0,53491,30846.1,576656,396704,32042,-1483,WY
Wyoming,2013,27058,40,1081,34,2951,3387,15,0,0,286,441,1236,450,727,100,594,0,415,98,0,415,905,399,0,1274,1612,517,42,0,0,199,1564,512,139,149,172,2215,436,0,302,572,262,964,1395,95,15,867,0,181,0,52847,30789.6,582620,400402,28150,-1092,WY
Wyoming,2014,25875,254,1799,557,2703,5217,0,38,0,916,61,835,561,309,13,70,47,289,196,191,0,67,173,0,244,1342,429,658,0,0,747,190,18,869,0,44,316,9,0,8,664,364,1648,1290,0,140,1446,106,1047,0,56649,33035.4,583159,406343,33331,-7456,WY
Wyoming,2015,35604,253,1196,197,2350,9132,271,0,29,109,438,1414,398,134,251,2,204,314,790,10,0,48,788,0,184,993,1742,1021,0,0,488,191,44,501,162,130,46,15,6,27,1233,143,4587,3725,6,564,1051,0,417,0,56745,33274.6,586389,406033,31123,4481,WY
Wyoming,2016,25947,265,352,77,1586,4227,0,0,0,187,1,1074,150,119,568,291,437,150,66,7,0,325,473,0,16,1307,852,111,0,503,799,57,46,843,318,672,609,2660,1,337,853,10,1914,1312,0,90,1426,169,687,0,54073,31645.7,585243,398271,26893,-946,WY
Wyoming,2017,18359,264,220,722,2344,4254,190,240,0,148,0,600,163,18,511,107,0,134,0,113,0,93,478,0,286,1375,473,359,11,125,7,110,205,357,66,315,151,98,0,0,310,178,979,733,0,843,759,0,20,0,56421,32723.6,579994,398915,25852,-7493,WY
Wyoming,2018,25679,639,934,392,1604,5632,12,0,0,1159,40,367,214,227,30,675,568,72,15,0,251,1117,59,65,914,1501,782,286,335,5,512,393,367,721,473,306,888,146,88,54,750,104,1354,911,0,197,373,118,29,0,60537,35054.2,579054,404465,25708,-29,WY
Wyoming,2019,30160,1227,757,298,3211,3129,109,0,0,909,203,1792,49,616,23,366,149,201,136,0,100,93,492,0,582,1850,927,2881,473,187,377,389,4,265,97,564,514,447,0,509,1041,116,1696,1746,0,415,885,308,27,0,62044,35992.7,580116,412765,23045,7115,WY
